PAGE URL,Product Title,Quantity,p_element,Brand,Flavour,Format,Nicotine,td_element,Strenght
https://prilla.com/us/grizzly-nicotine-pouches/grizzly-southern-12mg,Grizzly Southern 12mg,20,"Increase the intensity with Grizzly Southern 12mg. This extra-strong pouch delivers 12mg of nicotine and features a rich, southern-inspired flavor that’s smooth, slightly sweet, and bold. It’s a top pick for users looking for something different from mint, with all the strength and character Grizzly is known for.",Grizzly,Unflavored,Slim,12  mg/pouch,"American Snuff Company, LLC",Extra Strong
https://prilla.com/us/grizzly-nicotine-pouches/grizzly-original-9mg,Grizzly Original 9mg,20,"Grizzly Original 9mg is a strong nicotine pouch with a rich-tasting experience. Like Grizzly Dip, Grizzly Original imitates the same robust tobacco-like flavor, but without the tobacco, meaning users can enjoy this experience without stained teeth or bad breath becoming a problem. Alongside this tasting experience comes 9mg of nicotine per pouch, providing a robust sensation.",Grizzly,Unflavored,Slim,9  mg/pouch,"American Snuff Company, LLC",
https://prilla.com/us/grizzly-nicotine-pouches/grizzly-wintergreen-12mg,Grizzly Wintergreen 12mg,20,"Grizzly Wintergreen 12mg turns up the intensity on America’s favorite flavor. With a bold 12mg of nicotine per pouch, this product is made for experienced users who want a stronger sensation without sacrificing taste. The signature wintergreen profile is smooth, slightly sweet, and minty fresh, delivering a balanced experience that’s both satisfying and familiar.",Grizzly,Wintergreen,Slim,12  mg/pouch,"American Snuff Company, LLC",Extra Strong
https://prilla.com/us/hit-nicotine-pouches/hit-blackberry,HIT Blackberry 13mg,20,"HIT Blackberry are high-power nicotine pouches with a refreshing, sweet, and tart blackberry taste. Fruit isn’t the easiest flavor to replicate, but GN has it spot on with HIT, thanks to them adding essential oils to give this product a natural, well-balanced profile. The nicotine content is 13 mg/pouch and is released rapidly, so these pouches are best kept for veteran users!",HIT,Berry,Slim,13  mg/pouch,GN Tobacco,Extra Strong
https://prilla.com/us/grizzly-nicotine-pouches/grizzly-wintergreen-15mg,Grizzly Wintergreen 15mg,20,"For the ultimate in strength, Grizzly Wintergreen 15mg leads the pack. This extra-strong pouch delivers a full 15mg of nicotine, designed specifically for seasoned users looking for maximum intensity. It’s backed by Grizzly’s iconic wintergreen flavor - sweet, minty, and creamy with a cooling finish.",Grizzly,Wintergreen,Slim,15  mg/pouch,"American Snuff Company, LLC",Extra Strong
https://prilla.com/us/hit-nicotine-pouches/hit-blueberry,HIT Blueberry 13mg,20,"HIT Blueberry deliver the delicious taste of blueberry in a delightfully fresh and balanced way, thanks to the use of natural flavor-enhancing oils. Due to their super-strong nicotine content of 13 mg/pouch, they are best for experienced users rather than newbies.",HIT,Berry,Slim,13  mg/pouch,GN Tobacco,Extra Strong
https://prilla.com/us/grizzly-nicotine-pouches/grizzly-wintergreen-9mg,Grizzly Wintergreen 9mg,20,"Grizzly Wintergreen 9mg pairs the most popular flavor in the US market with a strong nicotine content. The potent nicotine sensation and sweet, fresh, and creamy flavor combine perfectly, creating an experience many advanced users will relish.",Grizzly,Wintergreen,Slim,9  mg/pouch,"American Snuff Company, LLC",
https://prilla.com/us/hit-nicotine-pouches/hit-dr-cherry,HIT Cherry 13mg,20,"HIT Cherry offer the classic, thirst-quenching taste of Dr. Pepper. They’re sharp, tangy, fizzy, and packed with delicious cherry sweetness. The nicotine content is super strong at 13 mg/pouch, so this product is best for well-versed users only.",HIT,Fruit,Slim,13  mg/pouch,GN Tobacco,Extra Strong
https://prilla.com/us/hit-nicotine-pouches/hit-lemongrass,HIT Lemongrass 13mg,20,"HIT Lemongrass are high-strength nicotine pouches with a rejuvenating, fresh taste of lemongrass. They come bursting with citrussy, sharp and tart notes, hints of herbs, and a touch of sweetness. With a nicotine content is 13 mg/pouch, they are best for experienced users looking for a potent kick.",HIT,Citrus,Slim,13  mg/pouch,GN Tobacco,Extra Strong
https://prilla.com/us/juice-head-nicotine-pouches/juice-head-blueberry-lemon-mint-12mg,Juice Head Blueberry Lemon Mint 12mg,20,"Get an intense kick of soothing nicotine with Juice Head Blueberry Lemon Mint 12mg.  Experience the sensational flavors of tart lemon and sweet blueberry with the familiar, refreshing minty breeze that you’re used to. With 12mg of nicotine delivered in a rapid-release, moisture-enhancing blend, Juice Head nicotine pouches are perfect for experienced nicotine users looking for tobacco-free nicotine alternatives.",Juice Head,Berry,Slim,12  mg/pouch,Streamline Group,
https://prilla.com/us/juice-head-nicotine-pouches/juice-head-blueberry-lemon-mint-6mg,Juice Head Blueberry Lemon Mint 6mg,20,"Juice Head Blueberry Lemon Mint 6mg delivers a smooth nicotine kick with the balanced flavor of sweet blueberry, tart lemon, and refreshing mint, making it the ideal product for users who are new to non-tobacco-derived nicotine pouches.",Juice Head,Berry,Slim,6  mg/pouch,Streamline Group,Normal
https://prilla.com/us/juice-head-nicotine-pouches/juice-head-blueberry-lemon-mint-6mg-1,Juice Head Blueberry Lemon Mint 6mg,20,"Juice Head Blueberry Lemon Mint 6mg delivers a smooth nicotine kick with the balanced flavor of sweet blueberry, tart lemon, and refreshing mint, making it the ideal product for users who are new to non-tobacco-derived nicotine pouches.",Juice Head,Berry,Slim,6  mg/pouch,Streamline Group,Normal
https://prilla.com/us/juice-head-nicotine-pouches/juice-head-mango-strawberry-mint-12mg,Juice Head Mango Strawberry Mint 12mg,20,"Get a tangy kick of mango and strawberry with a refreshing mint breeze in Juice Head Mango Strawberry Mint 12mg nicotine pouches. These delicious, all-white, slim pouches deliver a satisfying burst of flavor with an intense kick of nicotine that is sure to please experienced nicotine users.",Juice Head,Fruit,Slim,12  mg/pouch,Streamline Group,
https://prilla.com/us/juice-head-nicotine-pouches/juice-head-mango-strawberry-mint-12mg-1,Juice Head Mango Strawberry Mint 12mg,20,"Get a tangy kick of mango and strawberry with a refreshing mint breeze in Juice Head Mango Strawberry Mint 12mg nicotine pouches. These delicious, all-white, slim pouches deliver a satisfying burst of flavor with an intense kick of nicotine that is sure to please experienced nicotine users.",Juice Head,Fruit,Slim,12  mg/pouch,Streamline Group,
https://prilla.com/us/juice-head-nicotine-pouches/juice-head-mango-strawberry-mint-6mg,Juice Head Mango Strawberry Mint 6mg,20,"Juice Head Mango Strawberry Mint 6mg delivers a soothing kick of nicotine with a burst of tropical mango, sweet strawberry, and refreshing mint that is sure to satisfy. This balanced concoction is created with non-tobacco-derived nicotine and plant-based materials of the highest quality, packaged in discreet pouches that fit comfortably under your tongue for an even better experience.",Juice Head,Fruit,Slim,6  mg/pouch,Streamline Group,Normal
https://prilla.com/us/juice-head-nicotine-pouches/juice-head-peach-pineapple-mint-12mg,Juice Head Peach Pineapple Mint 12mg,20,"Escape to a tropical paradise with Juice Head Peach Pineapple Mint 12mg nicotine pouches. Just as the name suggests, these tobacco-free nicotine pouches deliver a high-impact burst of delicious peach, tart pineapple, and refreshing mint alongside the soothing but intense nicotine kick you know and love, making it perfect for experienced nicotine users looking for tobacco-free alternatives for nicotine.",Juice Head,Fruit,Slim,12  mg/pouch,Streamline Group,
https://prilla.com/us/juice-head-nicotine-pouches/juice-head-peach-pineapple-mint-6mg,Juice Head Peach Pineapple Mint 6mg,20,"Juice Head Peach Pineapple Mint 6mg nicotine pouches take you to a tropical paradise bursting with flavorful peach and pineapple alongside the cooling sensation of mint. Experience a soothing kick of nicotine, perfect for those looking to make the switch from tobacco-derived nicotine products that are cleaner and more discreet.",Juice Head,Fruit,Slim,6  mg/pouch,Streamline Group,Normal
https://prilla.com/us/juice-head-nicotine-pouches/juice-head-raspberry-lemon-mint-12mg,Juice Head Raspberry Lemon Mint 12mg,20,"Looking for a smooth, synthetic nicotine experience bursting with flavor? Get all that and more with Juice Head Raspberry Lemonade Mint 12mg, perfect for experienced nicotine users looking to tobacco-free alternatives. These slim, all-white pouches deliver an exciting taste of fresh raspberry, sour lemon, and refreshing mint for a truly intoxicating experience.",Juice Head,Berry,Slim,12  mg/pouch,Streamline Group,
https://prilla.com/us/juice-head-nicotine-pouches/juice-head-raspberry-lemonade-mint-6mg,Juice Head Raspberry Lemon Mint 6mg,20,"Escape to the nostalgic feeling of summer with Juice Head Raspberry Lemonade Mint 6mg. With the satisfying burst of refreshing raspberry, tart lemon, and breezy mint, these pouches are sure to deliver a satisfying kick of tobacco-free nicotine. Designed with an all-white, slim pouch, Juice Head Nicotine Pouches create a quick and easy synthetic nicotine experience perfect for anyone who is looking for non-tobacco-derived nicotine.",Juice Head,Berry,Slim,6  mg/pouch,Streamline Group,Normal
https://prilla.com/us/juice-head-nicotine-pouches/juice-head-watermelon-strawberry-mint-12mg,Juice Head Watermelon Strawberry Mint 12mg,20,"Experience the refreshing blast of sweet watermelon, delicious strawberry, and cooling mint with Juice Head Watermelon Strawberry Mint 12mg. Perfect for experienced nicotine users or those looking to intensify their nicotine experience, these pouches deliver a satisfying but smooth nicotine kick that lasts. Containing 12mg of nicotine, these pouches are sure to create a soothing, smooth kick that is satisfying and tasty.",Juice Head,Fruit,Slim,12  mg/pouch,Streamline Group,
https://prilla.com/us/juice-head-nicotine-pouches/juice-head-watermelon-strawberry-mint-6mg,Juice Head Watermelon Strawberry Mint 6mg,20,"As its name suggests, Juice Head Watermelon Strawberry Mint 6mg delivers just that - a refreshing burst of watermelon and strawberry with the added bonus of cooling mint that created a well-balanced, soothing nicotine experience. Created with the highest quality products in the industry, Juice Head Nicotine Pouches are 100% tobacco-free and perfect for any nicotine users looking to make the switch from tobacco products to nicotine alternatives.",Juice Head,Fruit,Slim,6  mg/pouch,Streamline Group,Normal
https://prilla.com/us/lucy-breakers/lucy-breakers-apple-cider-4mg,LUCY Breakers Apple Cider 4mg,15,"Discover the unique taste of LUCY Breakers Apple Cider 4 mg. This product offers the flavor of freshly pressed apples and a milder nicotine experience. With a content of 4 mg per pouch, you get gentler satisfaction without compromising taste.",LUCY Breakers,Fruit,Slim,4  mg/pouch,"Lucy Goods, Inc.",Light
https://prilla.com/us/lucy-breakers/lucy-breakers-apple-cider-8mg,LUCY Breakers Apple Cider 8mg,15,"Discover a crisp and succulent cider flavor with LUCY Breakers Apple Cider 8 mg. Doused in the essence of freshly pressed apples, these pouches offer a delightful balance of sweetness and tanginess.",LUCY Breakers,Fruit,Slim,8  mg/pouch,"Lucy Goods, Inc.",Normal
https://prilla.com/us/lucy-breakers/lucy-breakers-berry-citrus-4mg,LUCY Breakers Berry Citrus 4mg,15,Experience the delightful marriage of juicy berries and tangy citrus with LUCY Breakers Berry Citrus 4 mg. This product's lower nicotine content of 4 mg per pouch makes it perfect for those seeking a more mellow route to satisfaction.,LUCY Breakers,Berry,Slim,4  mg/pouch,"Lucy Goods, Inc.",Light
https://prilla.com/us/lucy-breakers/lucy-breakers-berry-citrus-8mg,LUCY Breakers Berry Citrus 8mg,15,"Unleash a fresh flavor symphony with LUCY Breakers Berry Citrus 8 mg. This blend combines the sweetness of berries with the zesty tang of citrus, resulting in a delicious wave of fruity goodness on your taste buds.",LUCY Breakers,Berry,Slim,8  mg/pouch,"Lucy Goods, Inc.",Normal
https://prilla.com/us/lucy-breakers/lucy-breakers-espresso-4mg,LUCY Breakers Espresso 4mg,15,"Savor the rich and aromatic notes of freshly roasted coffee in LUCY Breakers Espresso 4 mg. These pods are great if you're after a more mellow experience, thanks to their low nicotine content of 4 mg per pouch.",LUCY Breakers,Coffee,Slim,4  mg/pouch,"Lucy Goods, Inc.",Light
https://prilla.com/us/lucy-breakers/lucy-breakers-espresso-8mg,LUCY Breakers Espresso 8mg,15,"Embrace the boldness and richness of LUCY Breakers Espresso 8 mg. Infused with the essence of freshly roasted espresso, these pouches offer a distinct and intense flavor experience.",LUCY Breakers,Coffee,Slim,8  mg/pouch,"Lucy Goods, Inc.",Normal
https://prilla.com/us/lucy-nicotine-pouches,LUCY Nicotine Pouches,,,,,,,,
https://prilla.com/us/lucy-nicotine-pouches-lucy-mango-4mg,LUCY Mango 4mg,15,"New design, same flavor and contents.",LUCY,Fruit,Slim,4  mg/pouch,"Lucy Goods, Inc.",Light
https://prilla.com/us/lucy-nicotine-pouches/lucy-apple-ice-12mg,LUCY Apple Ice 12mg,15,"LUCY Apple Ice 12 mg delivers an exhilarating, extra-strong nicotine hit and a unique mint and apple flavor that offers a mouthwatering mix of sweet, tart, and crisp tones.",LUCY,Fruit,Slim,12  mg/pouch,"Lucy Goods, Inc.",
https://prilla.com/us/lucy-nicotine-pouches/lucy-apple-ice-4mg,LUCY Apple Ice 4mg,15,"The crisp taste of apples combined with a cool menthol finish in LUCY Apple Ice 4 mg makes it the perfect choice if you are looking for a refreshing alternative to traditional tobacco products. Each pouch delivers 4 mg of nicotine, which is a moderate amount that’s suitable for new users.",LUCY,Fruit,Slim,4  mg/pouch,"Lucy Goods, Inc.",Light
https://prilla.com/us/lucy-nicotine-pouches/lucy-apple-ice-8mg,LUCY Apple Ice 8mg,15,"LUCY Apple Ice 8 mg offers a fantastic fusion of fresh apple and icy mint, perfectly combined to provide an optimal balance of sweetness, coolness, and acidity. They have a nicotine content of 8 mg/pouch, putting them in the strong category, which is best for experienced users.",LUCY,Fruit,Slim,8  mg/pouch,"Lucy Goods, Inc.",Normal
https://prilla.com/us/lucy-nicotine-pouches/lucy-breakers-apple-ice-4mg,LUCY Breakers Apple Ice 4mg,15,"LUCY Breakers Apple Ice 4mg contain small, gem-like capsules you can crush for more of everything on demand. So, at any point, whether before or during use, you can press the capsule between your fingers to break open a wave of moisture, flavor, and greater intensity. This product has a nicotine content of 4 mg/pouch and a mint and apple flavor, which offers a good mix of sweet, acidic, and fresh tones.",LUCY,Fruit,Slim,4  mg/pouch,"Lucy Goods, Inc.",Light
https://prilla.com/us/lucy-nicotine-pouches/lucy-breakers-apple-ice-8mg,LUCY Breakers Apple Ice 8mg,15,"LUCY Breakers Apple Ice 8mg offers a fusion of crisp apple and fresh mint, perfectly balanced in sweetness, coolness, and acidity. These pouches have a nicotine content of 8 mg/pouch and feature unique capsules you can crush for an extra wave of flavor and moisture whenever you like.",LUCY,Fruit,Slim,8  mg/pouch,"Lucy Goods, Inc.",Normal
https://prilla.com/us/lucy-nicotine-pouches/lucy-breakers-mango-4mg,LUCY Breakers Mango 4mg,15,"LUCY Breakers Mango 4mg offers a delightfully sweet and tangy exotic mango flavor and a unique capsule feature, designed to be crushed to release extra flavor and moisture whenever you choose. The nicotine content of this product is 4 mg/pouch, making it well suited to newbies and users who prefer a more gentle kick.",LUCY,Fruit,Slim,4  mg/pouch,"Lucy Goods, Inc.",Light
https://prilla.com/us/lucy-nicotine-pouches/lucy-breakers-mango-8mg,LUCY Breakers Mango 8mg,15,"LUCY Breakers Mango 8mg’s fresh, exotic mango flavor makes it the perfect product if you are looking for a sweet, tangy treat. It also comes with a unique capsule feature, which enables you to release more flavor and moisture during the experience by simply crushing it between your fingers. With a nicotine content of 8 mg/pouch, this is a strong product and best suited to experienced users.",LUCY,Fruit,Slim,8  mg/pouch,"Lucy Goods, Inc.",Normal
https://prilla.com/us/lucy-nicotine-pouches/lucy-breakers-mint-4mg,LUCY Breakers Mint 4mg,15,"LUCY Breakers Mint 4mg delivers a cool, crisp, and fresh mint flavor with a subtle but effective 4 mg/pouch nicotine kick. It also has an exciting extra feature inside - a breakable capsule. By pressing this capsule between your fingers, you can release a wave of flavor and moisture for a boost during the experience or before you start.",LUCY,Mint,Slim,4  mg/pouch,"Lucy Goods, Inc.",Light
https://prilla.com/us/lucy-nicotine-pouches/lucy-breakers-mint-8mg,LUCY Breakers Mint 8mg,15,"LUCY Breakers Mint 8mg provides an ice-cool, bold mint flavor, and a powerful buzz from its 8 mg of ultra-pure nicotine per pouch. It also comes with an industry-first breakable capsule, which you can crush between your fingers for extra flavor and moisture on-demand.",LUCY,Mint,Slim,8  mg/pouch,"Lucy Goods, Inc.",Normal
https://prilla.com/us/lucy-nicotine-pouches/lucy-cinnamon-12mg,LUCY Cinnamon 12 mg,15,"New design, same flavor and contents.",LUCY,Cinnamon,Slim,12  mg/pouch,"Lucy Goods, Inc.",
https://prilla.com/us/lucy-nicotine-pouches/lucy-cinnamon-4mg,LUCY Cinnamon 4 mg,15,"New design, same flavor and contents.",LUCY,Cinnamon,Slim,4  mg/pouch,"Lucy Goods, Inc.",Light
https://prilla.com/us/lucy-nicotine-pouches/lucy-cinnamon-8mg,LUCY Cinnamon 8 mg,15,"New design, same flavor and contents.",LUCY,Cinnamon,Slim,8  mg/pouch,"Lucy Goods, Inc.",Normal
https://prilla.com/us/lucy-nicotine-pouches/lucy-espresso-12mg,LUCY Espresso 12mg,15,"Want a taste of coffee that’s as close as it gets to the real deal? LUCY Espresso 12 mg has what you’re after. Each pouch delivers an immediate flow of delightfully rich, freshly brewed java flavor and an intense 12 mg/pouch kick.",LUCY,Coffee,Slim,12  mg/pouch,"Lucy Goods, Inc.",
https://prilla.com/us/lucy-nicotine-pouches/lucy-espresso-4mg,LUCY Espresso 4mg,15,"LUCY Espresso 4 mg provides a rich, bold taste that is perfect for coffee lovers. Each pouch delivers a satisfying burst of clean nicotine, making it the perfect way to start your day or get a midday pick-me-up.",LUCY,Coffee,Slim,4  mg/pouch,"Lucy Goods, Inc.",Light
https://prilla.com/us/lucy-nicotine-pouches/lucy-espresso-8mg,LUCY Espresso 8mg,15,"Longing for the intensity of espresso to accompany your nicotine hit? Look no further than LUCY Espresso 8 mg. There’s now no need to combine mint or fruit flavors with your cup of joe for a simultaneous kick, as each pouch delivers the bold, rich, and dark taste of coffee.",LUCY,Coffee,Slim,8  mg/pouch,"Lucy Goods, Inc.",Normal
https://prilla.com/us/lucy-nicotine-pouches/lucy-mango-12mg,LUCY Mango 12 mg,15,"New design, same flavor and contents.",LUCY,Fruit,Slim,12  mg/pouch,"Lucy Goods, Inc.",
https://prilla.com/us/lucy-nicotine-pouches/lucy-mango-8mg,LUCY Mango 8 mg,15,"New design, same flavor and contents.",LUCY,Fruit,Slim,8  mg/pouch,"Lucy Goods, Inc.",Normal
https://prilla.com/us/lucy-nicotine-pouches/lucy-mint-12mg,LUCY Mint 12mg,15,"LUCY Mint 12 mg is a high-strength product with an icy-cool mint taste. Moments after placing one under your lip, you’ll notice a satisfying tingle, which intensifies the overall experience and is reminiscent of a breath of cool winter air.",LUCY,Mint,Slim,12  mg/pouch,"Lucy Goods, Inc.",
https://prilla.com/us/lucy-nicotine-pouches/lucy-mint-4mg,LUCY Mint 4mg,15,"LUCY Mint 4 mg delivers a fresh, invigorating taste and satisfying 4 mg kick that is perfect if you are looking for a cool, refreshing, low-intensity nicotine experience.",LUCY,Mint,Slim,4  mg/pouch,"Lucy Goods, Inc.",Light
https://prilla.com/us/lucy-nicotine-pouches/lucy-mint-8mg,LUCY Mint 8mg,15,"LUCY Mint 8 mg offers a cool, natural mint flavor and a strong nicotine content of 8 mg/pouch. The experience this product provides is revitalizing and uplifting, thanks to its solid kick and icy finish.",LUCY,Mint,Slim,8  mg/pouch,"Lucy Goods, Inc.",Normal
https://prilla.com/us/lucy-nicotine-pouches/lucy-wintergreen-12mg,LUCY Wintergreen 12 mg,15,"New design, same flavor and contents.",LUCY,Wintergreen,Slim,12  mg/pouch,"Lucy Goods, Inc.",
https://prilla.com/us/lucy-nicotine-pouches/lucy-wintergreen-4mg,LUCY Wintergreen 4mg,15,"New design, same flavor and contents.",LUCY,Wintergreen,Slim,4  mg/pouch,"Lucy Goods, Inc.",Light
https://prilla.com/us/lucy-nicotine-pouches/lucy-wintergreen-8mg,LUCY Wintergreen 8 mg,15,"New design, same flavor and contents.",LUCY,Wintergreen,Slim,8  mg/pouch,"Lucy Goods, Inc.",Normal
https://prilla.com/us/mixpacks,Mixpacks & Trialpacks,,,,,,,,
https://prilla.com/us/mixpacks/mint-mix-5-pack,Mint Mix 5 Pack,Nicotine Pouches,"Experience a bold yet balanced mint sensation with our Mint Mix 5 Pack, featuring a mix of spearmint, cool mint, and peppermint-infused products.",,Mint,,,,Normal
https://prilla.com/us/mint-nicotine-pouches,Mint Nicotine Pouches,,,,,,,,
https://prilla.com/us/mixpacks/mint-pouches-mixpacks,Mint Mixpack,Nicotine Pouches,"When can a minty nicotine pouch be used? The short answer is – anytime! Mint pouches produce a clean, fresh and above all - refreshing experience that can be enjoyed at any point during the day. But in today’s vast variety of mint flavors, it can be difficult to know which product to choose, and for this reason, Prilla’s Mint Mixpack is the perfect place to start! With our Mint Mixpack you will be met by more than just a minty flavor, you will also notice a powerful nicotine kick thanks to mint’s naturally rejuvenating properties, making it appear stronger than it actually is. In our mint mixpack you’ll find bestsellers such as:",,Mint,Mini,,,Normal
https://prilla.com/us/mixpacks/on-pouches-mixpacks,On! Mixpack,Nicotine Pouches,"That On! pouches are huge among US nicotine pouch users is certainly no secret, yet the brand boasts such a wide variety of flavors and nicotine strengths that it can be confusing to know where to begin! With our On! Mixpack we set you on the right path, right away – here, you’ll find medium-strength pouches with some of On!’s most popular flavors such as:",On!,,,,,Mini
https://prilla.com/us/mixpacks/rogue-pouches-mixpacks,Rogue Mixpack,Nicotine Pouches,"Sweet, fresh, or tart? It can be difficult to know where to start when trying out new brands and products, but with our Rogue Mixpack you can test every high-quality, Rogue flavor before committing to one full-time! Rogue’s nicotine pouches often appeal to users who want an efficient nicotine kick but without drip or discoloration and who enjoy flavors such as: Honey Lemon, Mango, Peppermint, or Wintergreen.",Rogue,,,,,Regular
https://prilla.com/us/mixpacks/strong-pouches-mixpacks,Strong Mixpack,Nicotine Pouches,"Are you already sure that you want a strong experience, but less sure about which flavor you want to enjoy with it? Well, then our strong mixpack is for you! Here, you will be greeted by delectable flavor options such as:",,Strong,,,,Mini
https://prilla.com/us/mixpacks/unflavored-pouches-mixpacks,Unflavored Mixpack,Nicotine Pouches,"Why are unflavored nicotine pouches so popular? The answer is simple – they offer a pure nicotine experience that isn’t ruined by overly sweet, overly tart, or burning mint and can therefore deliver a satisfying nicotine kick without fuss! With our Unflavored Mixpack you can try some of the market’s best unflavored pouches in varying nicotine strengths to see which brand suits you best – each with its own unique qualities and format. The top-selling unflavored pouches on offer in our mixpack include:",,Unflavored,Mini,,,Normal
https://prilla.com/us/mixpacks/velo-pouches-mixpacks,VELO Mixpack,Nicotine Pouches,New design!,VELO,,,,,Mini
https://prilla.com/us/mixpacks/wintergreen-mix-3-pack,Wintergreen Mix 3 Pack,Nicotine Pouches,"Discover the sophistication of wintergreen with a refreshing trio of tobacco-free pouches, each harmonizing its icy essence.",,Wintergreen,,,,Normal
https://prilla.com/us/mixpacks/wintergreen-mix-5-pack,Wintergreen Mix 5 Pack,Nicotine Pouches,"Explore wintergreen's charm with this expertly curated selection of the finest products featuring its fresh, smooth, flavor.",,Wintergreen,,,,Normal
https://prilla.com/us/mixpacks/zyn-mint-mix-3-pack,ZYN Mint Mix 3 Pack,Nicotine Pouches,"Uplift your rotation with this pack's trio of bold, fresh-tasting mint flavors.",ZYN,Mint,Mini,Swedish Match,,Normal
https://prilla.com/us/mixpacks/zyn-pouches-mixpacks,ZYN Mixpack,Nicotine Pouches,"ZYN Nicotine Pouches is one of our bestselling brands in the US, and for great reasons! ZYN offers a wide range of flavors at two different strength levels to appeal to wide audience – and they certainly do! ZYN favorites such as:",ZYN,,,,,Mini
https://prilla.com/us/new-arrivals,New Nicotine Pouches,,,,,,,,
https://prilla.com/us/nic-s-nicotine-poches/nic-s-wintergreen-9,NIC-S Wintergreen 9mg,15,"“Strong, refreshing and powerful” - this can be said about NIC-S Wintergreen 9mg that along with power, also has a delectable taste of robust wintergreen. Here in the US, wintergreen is a hugely popular flavor which is understandable because in comparison to other mints, wintergreen is richer and fuller in flavor. Pair this with 9mg per pouch and you are in for a potent ride!",NIC-S,Wintergreen,Slim,9  mg/pouch,TJP Labs Inc.,
https://prilla.com/us/nic-s-nicotine-pouches/nic-s-berry-3,NIC-S Berry 3mg,15,"Berry flavor is huge in the US and when it comes to NIC-S Berry 3mg, it’s easy to see why. It offers a natural taste of ripe berries with notes of both sweet and tart that balances each other beautifully. Each slim pouch has a low nicotine content of 3mg, making this pouch a gentle but fresh sensation to enjoy whenever you want.",NIC-S,Berry,Slim,3  mg/pouch,TJP Labs Inc.,Light
https://prilla.com/us/nic-s-nicotine-pouches/nic-s-berry-6,NIC-S Berry 6mg,15,"If you enjoy nicotine pouches that are fresh, sweet and delightfully tart you will not be disappointed by NIC-S Berry 6mg per pouch that among all of these things, also delivers a perfect berry flavor. This delicious berry content is portioned into slim bags that lie invisibly under your lip where they can exude flavor quickly thanks to a high moisture content. Oh, and they are completely leaf-free!",NIC-S,Berry,Slim,6  mg/pouch,TJP Labs Inc.,Normal
https://prilla.com/us/nic-s-nicotine-pouches/nic-s-berry-9,NIC-S Berry 9mg,15,"NIC-S Berry 9mg has a beautifully balanced berry flavor united by a strong nicotine content of 9mg per pouch. The berry character can be described as lightly tart, gently sweet, and very fresh - finished off by a strong nicotine kick! Each flavor bomb is portioned into a long and narrow pouch format - slim - that is coupled with a higher moisture rate for quicker onset of flavor.",NIC-S,Berry,Slim,9  mg/pouch,TJP Labs Inc.,
https://prilla.com/us/nic-s-nicotine-pouches/nic-s-cinnamon-3,NIC-S Cinnamon 3mg,15,"Cinnamon is a must have classic among nicotine pouches and if you are looking for the perfect low strength pouch, the NIC-S Cinnamon 3mg is likely it. There is a distinct spicy presence within each pouch, but without becoming overbearing or too much. In fact, it’s just perfect, and is beautifully paired with a sweet undertone and aroma.",NIC-S,Cinnamon,Slim,3  mg/pouch,TJP Labs Inc.,Light
https://prilla.com/us/nic-s-nicotine-pouches/nic-s-cinnamon-6,NIC-S Cinnamon 6mg,15,"NIC-S Cinnamon 6mg per pouch is considered a regular strength pouch that releases nicotine steadily and fast thanks to its moist pouches. The cinnamon character is “just right”, since it balances spicy with sweet in a most delectable way, without feeling too spicy or aromatic.",NIC-S,Cinnamon,Slim,6  mg/pouch,TJP Labs Inc.,Normal
https://prilla.com/us/nic-s-nicotine-pouches/nic-s-cinnamon-9,NIC-S Cinnamon 9mg,15,"Delightfully spicy and strong, that’s how we can best describe NIC-S Cinnamon 9mg that offers the best of both worlds - aromatic, sweet cinnamon and 9mg per pouch of nicotine.",NIC-S,Cinnamon,Slim,9  mg/pouch,TJP Labs Inc.,
https://prilla.com/us/nic-s-nicotine-pouches/nic-s-flavor-free-3mg,NIC-S Flavor Free 3mg,15,For users who prefer to get straight to the point; NIC-S Flavor Free 3mg - the pouch that does not interrupt your experience with unnecessary flavors. This pouch is entirely flavor free and provides only the goodies - 3mg of nicotine per pouch.,NIC-S,Unflavored,Slim,3  mg/pouch,TJP Labs Inc.,Light
https://prilla.com/us/nic-s-nicotine-pouches/nic-s-flavor-free-6,NIC-S Flavor Free 6mg,15,"For the ultimate unflavored experience, checkout NIC-S Flavor Free 6mg that has zero taste, and 6mg per pouch of nicotine - for the user who prefers a pure nicotine release without the interruption of overpowering flavor.",NIC-S,Unflavored,Slim,6  mg/pouch,TJP Labs Inc.,Normal
https://prilla.com/us/nic-s-nicotine-pouches/nic-s-flavor-free-9,NIC-S Flavor Free 9mg,15,"For a strong nicotine experience in its purest form - check out NIC-S Flavor Free 9mg that has an incredible nicotine release and a powerful kick of 9mg per pouch. With a flavor free pouch, you skip all the fuss and get straight to the point!",NIC-S,Unflavored,Slim,9  mg/pouch,TJP Labs Inc.,
https://prilla.com/us/nic-s-nicotine-pouches/nic-s-mint-3,NIC-S Mint 3mg,15,"This is the ideal mint nicotine pouch for users who want a crisp mint experience fitted into moist, slim pouches for first-class comfort and release, paired with a low nicotine content. Meet NIC-S Mint 3mg - the pouch that has it all, including synthetic nicotine for the optimal tobacco-free experience.",NIC-S,Mint,Slim,3  mg/pouch,TJP Labs Inc.,Light
