ID,Product Name,Vendor Name,Vendor ID,Product URL,Link Status,Price 1 Pack,Price 3 Pack,Price 5 Pack,Price 10 Pack,Price 15 Pack,Price 20 Pack,Price 25 Pack,Price 30 Pack,Price 50 Pack,Price 100 Pack,Currency,Needs Currency Conversion,Price Status,Missing Packs
ff3275a5-4dda-4ba9-a7fb-4ecf4d272729,Rebel Ice Mint Strong [16 mg],Emeraldpods,9,https://emeraldpods.ie/product/rebel-ice-mint-strong-16-mg,OK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,EUR,Yes,NO_PRICES,1pack; 3pack; 5pack; 10pack; 15pack; 20pack; 25pack; 30pack; 50pack; 100pack
9ea13a3c-a585-4444-a232-de0e2e415ee5,Rebel Juicy Grape Strong [16 mg],Emeraldpods,9,https://emeraldpods.ie/product/rebel-juicy-grape-strong-16-mg,OK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,EUR,Yes,NO_PRICES,1pack; 3pack; 5pack; 10pack; 15pack; 20pack; 25pack; 30pack; 50pack; 100pack
d3aa1748-f9ff-4f18-b28d-25eeb875354c,Velo Watermelon Ice [14 mg],Snus Vikings,69754,https://emeraldpods.ie/product/velo-watermelon-ice-14-mg,OK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,GBP,No,NO_PRICES,1pack; 3pack; 5pack; 10pack; 15pack; 20pack; 25pack; 30pack; 50pack; 100pack
748aeff0-f5ed-462a-a51e-9cbfa65c2410,Velo Lime Flame [14 mg],Snus Vikings,69754,https://emeraldpods.ie/product/velo-lime-flame-14-mg,OK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,GBP,No,NO_PRICES,1pack; 3pack; 5pack; 10pack; 15pack; 20pack; 25pack; 30pack; 50pack; 100pack
443462bc-0902-4682-8a9e-e15e0c1d90f9,Velo Strawberry Ice [14 mg],Snus Vikings,69754,https://emeraldpods.ie/product/velo-strawberry-ice-14-mg,OK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,GBP,No,NO_PRICES,1pack; 3pack; 5pack; 10pack; 15pack; 20pack; 25pack; 30pack; 50pack; 100pack
8eb01a85-7002-417f-857c-a1a3a58cf723,Supreme Fruit Juice [50 mg],Snus Vikings,69754,https://emeraldpods.ie/product/supreme-fruit-juice-50-mg,OK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,GBP,No,NO_PRICES,1pack; 3pack; 5pack; 10pack; 15pack; 20pack; 25pack; 30pack; 50pack; 100pack
a0ce32c5-3b35-4e8f-b895-30abf9aab450,Rebel Zesty Lime Strong [16 mg],Snus Vikings,69754,https://emeraldpods.ie/product/rebel-zesty-lime-strong-16-mg,OK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,GBP,No,NO_PRICES,1pack; 3pack; 5pack; 10pack; 15pack; 20pack; 25pack; 30pack; 50pack; 100pack
c79f0fc3-b1e9-432b-b7f5-5dacf9ab8af9,Siberia Slim [33 mg],Snus Vikings,69754,https://emeraldpods.ie/product/siberia-slim-33-mg,OK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,GBP,No,NO_PRICES,1pack; 3pack; 5pack; 10pack; 15pack; 20pack; 25pack; 30pack; 50pack; 100pack
5a7fbdfe-ea2f-4c98-9bf5-4b3548d29bb3,Rebel Ice Mint Strong [16 mg],Snus Vikings,69754,https://emeraldpods.ie/product/rebel-ice-mint-strong-16-mg,OK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,GBP,No,NO_PRICES,1pack; 3pack; 5pack; 10pack; 15pack; 20pack; 25pack; 30pack; 50pack; 100pack
8336f773-702c-41f0-abc7-b89802144844,Rebel Crisp Citrus Strong [16 mg],Snus Vikings,69754,https://emeraldpods.ie/product/rebel-crisp-citrus-strong-16-mg,OK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,GBP,No,NO_PRICES,1pack; 3pack; 5pack; 10pack; 15pack; 20pack; 25pack; 30pack; 50pack; 100pack
bb8d624e-5620-434a-bf1c-71e5f28d46f5,Velo Watermelon Ice [14 mg],Emeraldpods,9,https://emeraldpods.ie/product/velo-watermelon-ice-14-mg,OK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,EUR,Yes,NO_PRICES,1pack; 3pack; 5pack; 10pack; 15pack; 20pack; 25pack; 30pack; 50pack; 100pack
aebca27f-bdc8-435d-96a6-c462c49f6b37,Velo Lime Flame [14 mg],Emeraldpods,9,https://emeraldpods.ie/product/velo-lime-flame-14-mg,OK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,EUR,Yes,NO_PRICES,1pack; 3pack; 5pack; 10pack; 15pack; 20pack; 25pack; 30pack; 50pack; 100pack
e0bf4e03-0a61-428e-b6ce-9ba3f416280d,Velo Strawberry Ice [14 mg],Emeraldpods,9,https://emeraldpods.ie/product/velo-strawberry-ice-14-mg,OK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,EUR,Yes,NO_PRICES,1pack; 3pack; 5pack; 10pack; 15pack; 20pack; 25pack; 30pack; 50pack; 100pack
6177298a-35d9-49fd-826e-31abddd0de1b,Rebel Zesty Lime Strong [16 mg],Emeraldpods,9,https://emeraldpods.ie/product/rebel-zesty-lime-strong-16-mg,OK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,EUR,Yes,NO_PRICES,1pack; 3pack; 5pack; 10pack; 15pack; 20pack; 25pack; 30pack; 50pack; 100pack
